 nodos membrana externa           0
     
     
     
 260    0.32642E+01    0.39575E-02    0.48074E+02    0.37675E-02
 261    0.32499E+01    0.40222E-02    0.48050E+02    0.37252E-02
 262    0.32355E+01    0.40854E-02    0.48026E+02    0.36803E-02
 263    0.32211E+01    0.41470E-02    0.48003E+02    0.36327E-02
 264    0.32067E+01    0.42068E-02    0.47980E+02    0.35824E-02
 265    0.31922E+01    0.42650E-02    0.47957E+02    0.35297E-02
 266    0.31777E+01    0.43215E-02    0.47934E+02    0.34746E-02
 267    0.31632E+01    0.43763E-02    0.47912E+02    0.34172E-02
 268    0.31486E+01    0.44293E-02    0.47890E+02    0.33575E-02
 269    0.31341E+01    0.44806E-02    0.47869E+02    0.32957E-02
 270    0.31195E+01    0.45301E-02    0.47848E+02    0.32318E-02
 271    0.31049E+01    0.45778E-02    0.47827E+02    0.31659E-02
 272    0.30903E+01    0.46238E-02    0.47806E+02    0.30981E-02
 273    0.30757E+01    0.46680E-02    0.47785E+02    0.30285E-02
 274    0.30611E+01    0.47105E-02    0.47765E+02    0.29570E-02
 275    0.30466E+01    0.47512E-02    0.47746E+02    0.28839E-02
 276    0.30320E+01    0.47901E-02    0.47726E+02    0.28090E-02
 277    0.30175E+01    0.48272E-02    0.47707E+02    0.27325E-02
 278    0.30029E+01    0.48625E-02    0.47688E+02    0.26544E-02
 279    0.29884E+01    0.48960E-02    0.47669E+02    0.25748E-02
 280    0.29739E+01    0.49277E-02    0.47651E+02    0.24937E-02
 281    0.29595E+01    0.49575E-02    0.47632E+02    0.24112E-02
 282    0.29451E+01    0.49855E-02    0.47614E+02    0.23272E-02
 283    0.29307E+01    0.50117E-02    0.47597E+02    0.22418E-02
 284    0.29163E+01    0.50361E-02    0.47579E+02    0.21552E-02
 285    0.29020E+01    0.50587E-02    0.47562E+02    0.20672E-02
 286    0.28878E+01    0.50794E-02    0.47545E+02    0.19781E-02
 287    0.28735E+01    0.50982E-02    0.47529E+02    0.18876E-02
 288    0.28593E+01    0.51153E-02    0.47512E+02    0.17959E-02
 289    0.28452E+01    0.51304E-02    0.47496E+02    0.17029E-02
 290    0.28311E+01    0.51435E-02    0.47480E+02    0.16087E-02
 291    0.28171E+01    0.51546E-02    0.47465E+02    0.15132E-02
 292    0.28031E+01    0.51638E-02    0.47449E+02    0.14164E-02
 293    0.27892E+01    0.51708E-02    0.47434E+02    0.13184E-02
 294    0.27753E+01    0.51756E-02    0.47419E+02    0.12190E-02
 295    0.27615E+01    0.51782E-02    0.47404E+02    0.11181E-02
 296    0.27477E+01    0.51782E-02    0.47390E+02    0.10158E-02
 297    0.27341E+01    0.51757E-02    0.47375E+02    0.91206E-03
 298    0.27204E+01    0.51705E-02    0.47361E+02    0.80673E-03
 299    0.27069E+01    0.51622E-02    0.47347E+02    0.69964E-03
 300    0.26934E+01    0.51508E-02    0.47334E+02    0.58952E-03
 301    0.26799E+01    0.51330E-02    0.47320E+02    0.47899E-03
 302    0.26664E+01    0.51154E-02    0.47307E+02    0.36684E-03
 303    0.26527E+01    0.50976E-02    0.47293E+02    0.25827E-03
 304    0.26388E+01    0.50809E-02    0.47280E+02    0.14987E-03
 305    0.26247E+01    0.50637E-02    0.47266E+02    0.41380E-04
 306    0.26104E+01    0.50455E-02    0.47252E+02   -0.67645E-04
 307    0.25958E+01    0.50264E-02    0.47239E+02   -0.17743E-03
 308    0.25810E+01    0.50062E-02    0.47225E+02   -0.28814E-03
 309    0.25660E+01    0.49849E-02    0.47211E+02   -0.39999E-03
 310    0.25508E+01    0.49623E-02    0.47197E+02   -0.51310E-03
 311    0.25354E+01    0.49384E-02    0.47183E+02   -0.62754E-03
 312    0.25197E+01    0.49131E-02    0.47169E+02   -0.74341E-03
 313    0.25038E+01    0.48864E-02    0.47155E+02   -0.86085E-03
 314    0.24876E+01    0.48580E-02    0.47141E+02   -0.97995E-03
 315    0.24712E+01    0.48280E-02    0.47126E+02   -0.11008E-02
 316    0.24546E+01    0.47963E-02    0.47112E+02   -0.12233E-02
 317    0.24377E+01    0.47626E-02    0.47098E+02   -0.13478E-02
 318    0.24206E+01    0.47269E-02    0.47084E+02   -0.14742E-02
 319    0.24032E+01    0.46891E-02    0.47069E+02   -0.16025E-02
 320    0.23855E+01    0.46491E-02    0.47055E+02   -0.17328E-02
 321    0.23676E+01    0.46069E-02    0.47041E+02   -0.18651E-02
 322    0.23494E+01    0.45624E-02    0.47026E+02   -0.19993E-02
 323    0.23310E+01    0.45155E-02    0.47012E+02   -0.21355E-02
 324    0.23123E+01    0.44661E-02    0.46997E+02   -0.22738E-02
 325    0.22933E+01    0.44141E-02    0.46983E+02   -0.24141E-02
 326    0.22740E+01    0.43594E-02    0.46968E+02   -0.25565E-02
 327    0.22545E+01    0.43020E-02    0.46953E+02   -0.27010E-02
 328    0.22346E+01    0.42417E-02    0.46939E+02   -0.28476E-02
 329    0.22145E+01    0.41783E-02    0.46924E+02   -0.29963E-02
 330    0.21941E+01    0.41119E-02    0.46910E+02   -0.31471E-02
 331    0.21734E+01    0.40423E-02    0.46895E+02   -0.32999E-02
 332    0.21524E+01    0.39694E-02    0.46881E+02   -0.34548E-02
 333    0.21312E+01    0.38934E-02    0.46866E+02   -0.36116E-02
 334    0.21096E+01    0.38140E-02    0.46851E+02   -0.37704E-02
 335    0.20877E+01    0.37311E-02    0.46837E+02   -0.39311E-02
 336    0.20655E+01    0.36447E-02    0.46822E+02   -0.40939E-02
 337    0.20430E+01    0.35547E-02    0.46808E+02   -0.42586E-02
 338    0.20202E+01    0.34608E-02    0.46793E+02   -0.44252E-02
 339    0.19971E+01    0.33631E-02    0.46779E+02   -0.45938E-02
 340    0.19737E+01    0.32615E-02    0.46764E+02   -0.47642E-02
 341    0.19499E+01    0.31558E-02    0.46750E+02   -0.49363E-02
 342    0.19259E+01    0.30460E-02    0.46736E+02   -0.51101E-02
 343    0.19015E+01    0.29320E-02    0.46722E+02   -0.52857E-02
 344    0.18768E+01    0.28138E-02    0.46707E+02   -0.54627E-02
 345    0.18518E+01    0.26916E-02    0.46693E+02   -0.56411E-02
 346    0.18265E+01    0.25651E-02    0.46679E+02   -0.58209E-02
 347    0.18008E+01    0.24344E-02    0.46665E+02   -0.60019E-02
 348    0.17748E+01    0.22994E-02    0.46651E+02   -0.61842E-02
 349    0.17485E+01    0.21600E-02    0.46637E+02   -0.63677E-02
 350    0.17219E+01    0.20163E-02    0.46624E+02   -0.65521E-02
 351    0.16949E+01    0.18683E-02    0.46610E+02   -0.67374E-02
 352    0.16677E+01    0.17159E-02    0.46597E+02   -0.69235E-02
 353    0.16401E+01    0.15592E-02    0.46583E+02   -0.71102E-02
 354    0.16121E+01    0.13982E-02    0.46570E+02   -0.72975E-02
 355    0.15839E+01    0.12329E-02    0.46557E+02   -0.74852E-02
 356    0.15553E+01    0.10635E-02    0.46544E+02   -0.76732E-02
 357    0.15264E+01    0.88993E-03    0.46531E+02   -0.78613E-02
 358    0.14972E+01    0.71224E-03    0.46518E+02   -0.80494E-02
 359    0.14676E+01    0.53055E-03    0.46506E+02   -0.82374E-02
 360    0.14377E+01    0.34496E-03    0.46493E+02   -0.84250E-02
 361    0.14076E+01    0.15565E-03    0.46481E+02   -0.86121E-02
 362    0.13771E+01   -0.37191E-04    0.46469E+02   -0.87985E-02
 363    0.13463E+01   -0.23334E-03    0.46457E+02   -0.89841E-02
 364    0.13152E+01   -0.43270E-03    0.46446E+02   -0.91685E-02
 365    0.12837E+01   -0.63516E-03    0.46434E+02   -0.93517E-02
 366    0.12520E+01   -0.84035E-03    0.46423E+02   -0.95336E-02
 367    0.12200E+01   -0.10479E-02    0.46412E+02   -0.97137E-02
 368    0.11877E+01   -0.12574E-02    0.46401E+02   -0.98920E-02
 369    0.11551E+01   -0.14689E-02    0.46390E+02   -0.10068E-01
 370    0.11222E+01   -0.16818E-02    0.46380E+02   -0.10242E-01
 371    0.10890E+01   -0.18957E-02    0.46370E+02   -0.10413E-01
 372    0.10556E+01   -0.21103E-02    0.46360E+02   -0.10582E-01
 373    0.10219E+01   -0.23249E-02    0.46350E+02   -0.10747E-01
 374    0.98792E+00   -0.25391E-02    0.46341E+02   -0.10909E-01
 375    0.95369E+00   -0.27519E-02    0.46332E+02   -0.11068E-01
